finaldays,Date,Teams,Side,Opponent,Won,Ban1,Ban2,Ban3,Ban4,Ban5,Ban6,Pick1,Pick2,Pick3,Pick4,Pick5,Pick6,Ban7,Ban8,Ban9,Ban10,Pick7,Pick8,Pick9,Pick10
-118.31062499999996,2025-06-01T22:06:23.859Z,100 Thieves,red,Shopify Rebellion,FALSE,Pantheon,Rumble,Kalista,Vi,Yone,Sion,Varus,Jayce,Maokai,Dr. Mundo,Ornn,Riven,Poppy,Kai'Sa,Sylas,Ezreal,Alistar,Neeko,Viktor,Smolder
-61.87374999999997,2025-07-27T20:11:34.072Z,100 Thieves,red,Team Liquid,FALSE,Yone,Varus,Poppy,Pantheon,Gwen,Azir,Vi,Sion,Trundle,Rumble,Taliyah,Orianna,Rakan,Alistar,Jhin,Senna,Lucian,Kai'Sa,Rell,Braum
-61.87374999999997,2025-07-27T21:02:14.022Z,100 Thieves,blue,Team Liquid,FALSE,Ziggs,Pantheon,Aurora,Gwen,Varus,Azir,Senna,Wukong,Annie,Jarvan IV,Viktor,Renekton,Tahm Kench,Rakan,Aatrox,Poppy,Alistar,K'Sante,Nautilus,Ezreal
-56.436874999999986,2025-08-02T20:08:26.639Z,100 Thieves,blue,FlyQuest,FALSE,Annie,Varus,Poppy,Pantheon,Taliyah,Trundle,Azir,Yone,Sejuani,Wukong,Rakan,Rumble,Aurora,Alistar,Ambessa,Kai'Sa,Neeko,Gwen,Jhin,Ezreal
-56.436874999999986,2025-08-02T20:58:36.868Z,100 Thieves,blue,FlyQuest,FALSE,Annie,Varus,Poppy,Pantheon,Trundle,Senna,Vi,Taliyah,Xin Zhao,Alistar,Aurora,Bard,Sivir,Sion,Yunara,Yorick,Corki,Kai'Sa,Renekton,K'Sante
-49.436874999999986,2025-08-09T20:07:05.965Z,100 Thieves,red,Shopify Rebellion,TRUE,Vi,Varus,Aurora,Pantheon,Yone,Azir,Annie,Yunara,Wukong,Xin Zhao,Gwen,Jax,Poppy,Galio,Lucian,Alistar,Rakan,Rell,Corki,Orianna
-49.436874999999986,2025-08-09T20:54:17.473Z,100 Thieves,blue,Shopify Rebellion,FALSE,Lucian,Varus,Trundle,Pantheon,Poppy,Vi,Azir,Yone,Maokai,Jarvan IV,Sion,Ambessa,Senna,Kai'Sa,Sivir,Ziggs,Ezreal,Jhin,Bard,Alistar
-49.436874999999986,2025-08-09T21:49:32.861Z,100 Thieves,red,Shopify Rebellion,FALSE,Vi,Varus,Aurora,Pantheon,Sylas,Lucian,Trundle,Kai'Sa,Nocturne,Neeko,Sivir,Leona,K'Sante,Rumble,Ornn,Akali,Renekton,Viktor,Cho'Gath,Ahri
-34.436874999999986,2025-08-24T20:06:34.508Z,100 Thieves,red,LYON,TRUE,Poppy,Yunara,Yone,Azir,Pantheon,Aurora,Varus,Rumble,Wukong,Xin Zhao,Orianna,Akali,Yorick,Jhin,Sion,Sivir,Corki,Alistar,Ambessa,Rakan
-34.436874999999986,2025-08-24T21:08:13.602Z,100 Thieves,red,LYON,TRUE,Poppy,Yunara,Yone,Azir,Gwen,Pantheon,Vi,Bard,Jarvan IV,Kai'Sa,Neeko,Xayah,Taliyah,Ryze,Aurora,Viktor,Sion,Annie,Aatrox,Galio
-34.436874999999986,2025-08-24T21:54:56.460Z,100 Thieves,red,LYON,FALSE,Poppy,Yunara,Yone,Azir,Gwen,Pantheon,Aurora,Ryze,Nocturne,Renekton,Rell,Garen,Ezreal,Jhin,Sivir,Renata Glasc,Braum,Senna,Trundle,Aphelios
-34.436874999999986,2025-08-24T22:46:15.557Z,100 Thieves,blue,LYON,TRUE,Poppy,Pantheon,Gwen,Yunara,Viktor,Ahri,Yone,Azir,Skarner,Ziggs,Maokai,Sivir,Blitzcrank,Karma,Jax,Renata Glasc,Leona,Nautilus,K'Sante,Camille
-28.436874999999986,2025-08-30T20:09:15.248Z,100 Thieves,red,Team Liquid,TRUE,Yone,Azir,Vi,Pantheon,Varus,Yunara,Wukong,Rumble,Orianna,Galio,Ziggs,Xin Zhao,Rakan,Karma,Bard,Corki,Neeko,Alistar,Lucian,Jhin
-28.436874999999986,2025-08-30T21:03:08.208Z,100 Thieves,red,Team Liquid,TRUE,Yone,Pantheon,Gwen,Azir,Bard,Vi,Yunara,Corki,Aurora,Annie,Sion,Rakan,Renata Glasc,Nocturne,Poppy,Jarvan IV,Trundle,Viego,Blitzcrank,K'Sante
-28.436874999999986,2025-08-30T22:02:09.885Z,100 Thieves,red,Team Liquid,TRUE,Yone,Azir,Gwen,Pantheon,Bard,Vi,Varus,Sivir,Renekton,Taliyah,Poppy,Sejuani,Ornn,Braum,Rell,Viktor,Ryze,Nautilus,Gangplank,Renata Glasc
-23,2025-09-05T20:05:54.518Z,100 Thieves,red,Cloud9,TRUE,Yone,Pantheon,Trundle,Azir,Wukong,Poppy,Orianna,Rumble,Vi,Nocturne,Galio,Akali,Bard,Neeko,Alistar,Rakan,Rell,Corki,Nautilus,Ezreal
-23,2025-09-05T21:02:19.827Z,100 Thieves,red,Cloud9,FALSE,Yone,Pantheon,Annie,Azir,Gwen,Trundle,Aurora,Ryze,Wukong,Poppy,Renekton,K'Sante,Sivir,Rakan,Alistar,Lucian,Bard,Yunara,Neeko,Varus
-23,2025-09-05T21:53:38.681Z,100 Thieves,blue,Cloud9,TRUE,Trundle,Pantheon,Gwen,Azir,Annie,Yone,Ambessa,Taliyah,Skarner,Jarvan IV,Viktor,Alistar,Rakan,Yorick,Senna,Camille,Lucian,Aphelios,Braum,Gnar
-23,2025-09-05T22:48:47.862Z,100 Thieves,red,Cloud9,FALSE,Yone,Azir,Annie,Pantheon,Cassiopeia,Trundle,Sylas,Rakan,Sejuani,Xin Zhao,Sivir,Viego,Karma,Jax,Jayce,Gwen,Kai'Sa,Renata Glasc,Sion,Aatrox
-23,2025-09-05T23:36:29.040Z,100 Thieves,blue,Cloud9,TRUE,Zeri,Azir,Maokai,Annie,Zyra,Yorick,Pantheon,Trundle,Leona,Yone,Gwen,Vladimir,Ziggs,Ahri,Shen,Jhin,Senna,Smolder,Taric,Twisted Fate
-22,2025-09-06T20:06:54.052Z,100 Thieves,red,Shopify Rebellion,TRUE,Vi,Pantheon,Rumble,Azir,Akali,Poppy,Orianna,Aurora,Wukong,Corki,Xin Zhao,Ambessa,Renekton,Rakan,Alistar,Yunara,Neeko,Sion,Bard,Jhin
-22,2025-09-06T20:55:24.504Z,100 Thieves,blue,Shopify Rebellion,TRUE,Poppy,Pantheon,Galio,Azir,Annie,Vi,Rumble,K'Sante,Yunara,Maokai,Yone,Ryze,Varus,Lee Sin,Smolder,Nocturne,Jarvan IV,Senna,Alistar,Rakan
-22,2025-09-06T21:44:20.388Z,100 Thieves,red,Shopify Rebellion,TRUE,Akali,Pantheon,Gwen,Azir,Viktor,Vi,Renekton,Aatrox,Lucian,Varus,Annie,Galio,Poppy,Nocturne,Trundle,Sejuani,Lee Sin,Rell,Zac,Braum
-21,2025-09-07T20:12:32.710Z,100 Thieves,red,FlyQuest,FALSE,Yone,Azir,Vi,Pantheon,Akali,Poppy,Wukong,Orianna,Jarvan IV,Viktor,Yunara,Rumble,Galio,Corki,Bard,Varus,Neeko,Ambessa,Rell,Smolder
-21,2025-09-07T21:09:38.248Z,100 Thieves,blue,FlyQuest,TRUE,Annie,Azir,Poppy,Pantheon,Trundle,Yone,Vi,Taliyah,Xin Zhao,Bard,Aurora,Sion,Gwen,Karma,Renekton,Rakan,Alistar,K'Sante,Senna,Varus
-21,2025-09-07T21:59:54.520Z,100 Thieves,red,FlyQuest,FALSE,Yone,Azir,Gwen,Renekton,Trundle,Pantheon,Sejuani,Ryze,Naafiri,Cassiopeia,Aatrox,Jax,Renata Glasc,Rakan,Poppy,Sivir,Jhin,Lucian,Braum,Karma
-21,2025-09-07T22:50:55.141Z,100 Thieves,blue,FlyQuest,FALSE,Annie,Azir,Maokai,Pantheon,Sett,Yone,Corki,Trundle,Rakan,Gwen,Lee Sin,Hwei,Sylas,Renekton,Akali,Sivir,Gragas,Nautilus,Zyra,Miss Fortune
-15,2025-09-13T20:14:55.103Z,100 Thieves,blue,Pain Gaming,TRUE,Aurora,Yone,Poppy,Rumble,Taliyah,Azir,Orianna,Wukong,Galio,Pantheon,Renekton,Jax,Neeko,Rakan,Senna,Braum,Lucian,Jhin,Alistar,Nami
-15,2025-09-13T21:08:49.824Z,100 Thieves,red,Pain Gaming,TRUE,Vi,Azir,Rumble,Poppy,Yone,Taliyah,Ambessa,Aurora,Aatrox,Xin Zhao,Annie,Jarvan IV,Ezreal,Neeko,Rell,Renata Glasc,Rakan,Corki,Bard,Miss Fortune
-15,2025-09-13T22:08:44.638Z,100 Thieves,red,Pain Gaming,TRUE,Vi,Azir,Yone,Taliyah,Rumble,Poppy,Gwen,Ryze,Neeko,Cassiopeia,Trundle,Qiyana,Rell,Kai'Sa,Karma,Gragas,Sett,Varus,Nautilus,Sivir
-7,2025-09-21T20:10:53.536Z,100 Thieves,blue,RED Kalunga,TRUE,Sylas,Pantheon,Rumble,Vi,Poppy,Yone,Wukong,Azir,Skarner,Aurora,Neeko,Bard,Kai'Sa,Yorick,Varus,Renekton,Jhin,Ambessa,Corki,Rek'Sai
-7,2025-09-21T20:58:04.142Z,100 Thieves,red,RED Kalunga,TRUE,Yone,Taliyah,Vi,Poppy,Jarvan IV,Akali,Orianna,Rumble,Pantheon,Xin Zhao,Galio,Sylas,Rakan,Alistar,Ashe,Sivir,Rell,Lucian,Braum,Senna
-7,2025-09-21T21:53:11.443Z,100 Thieves,blue,RED Kalunga,TRUE,Gwen,Yone,Trundle,Vi,Poppy,Jarvan IV,Sion,Ryze,Sejuani,Cassiopeia,Alistar,Rakan,Sivir,Aatrox,Qiyana,Yorick,Smolder,Ziggs,Lee Sin,Kai'Sa
-1,2025-09-27T20:15:22.090Z,100 Thieves,blue,Vivo Keyd Stars,FALSE,Annie,Pantheon,Poppy,Rumble,Azir,Aurora,Wukong,Neeko,Jarvan IV,Ambessa,Rakan,Kai'Sa,Orianna,Renekton,Corki,Yorick,Aatrox,Galio,Lucian,Ahri
-1,2025-09-27T21:06:20.285Z,100 Thieves,red,Vivo Keyd Stars,FALSE,Gwen,Annie,Vi,Trundle,Orianna,Azir,Pantheon,Aurora,Xin Zhao,Sion,Taliyah,K'Sante,Karma,Alistar,Rell,Senna,Bard,Sivir,Nautilus,Smolder
-1,2025-09-27T22:02:11.212Z,100 Thieves,blue,Vivo Keyd Stars,TRUE,Annie,Rumble,Trundle,Orianna,Akali,Ziggs,Sejuani,Corki,Vi,Sylas,Jax,Azir,Senna,Poppy,Alistar,Renekton,Cho'Gath,Ezreal,Karma,Milio
-1,2025-09-27T22:54:56.139Z,100 Thieves,red,Vivo Keyd Stars,FALSE,Senna,Annie,Renekton,Poppy,Ornn,Rumble,Gwen,Alistar,Akali,Trundle,Ryze,Yone,Ivern,Lee Sin,Rell,Qiyana,Maokai,Yunara,Lulu,Jhin
-480.310625,2024-06-04T09:10:00Z,Anyone's Legend,blue,Ultra Prime,TRUE,Skarner,Nidalee,Tristana,LeBlanc,Karthus,Jax,Corki,Kalista,Hwei,Rumble,Varus,Nautilus,Poppy,Twisted Fate,Camille,K'Sante,Xin Zhao,Leona,Viego,Darius
-480.310625,2024-06-04T09:10:00Z,Anyone's Legend,red,Ultra Prime,TRUE,Nidalee,Skarner,Kalista,Corki,Lucian,Twisted Fate,Tristana,Karthus,Jayce,Varus,Rell,Jax,K'Sante,Senna,Sejuani,Ashe,Nautilus,Gragas,Maokai,Kai'Sa
-476.310625,2024-06-08T09:12:00Z,Anyone's Legend,red,Shenzhen NINJAS IN PYJAMAS,TRUE,Lucian,Rumble,Camille,LeBlanc,Jax,Skarner,Tristana,Corki,Nidalee,Karthus,Twisted Fate,Varus,Kalista,Leona,Senna,Ashe,Nautilus,Sivir,Rell,Malphite
-476.310625,2024-06-08T09:12:00Z,Anyone's Legend,blue,Shenzhen NINJAS IN PYJAMAS,TRUE,Corki,Lucian,Rumble,Karthus,Skarner,LeBlanc,Tristana,Taliyah,Senna,Ziggs,Leona,Ornn,Camille,Maokai,Jax,Xin Zhao,Viego,Brand,Renekton,K'Sante
-473.310625,2024-06-11T09:11:00Z,Anyone's Legend,red,Invictus Gaming,TRUE,Twisted Fate,Rumble,LeBlanc,Skarner,Nidalee,Draven,Tristana,Corki,Karthus,Taliyah,Leona,Nautilus,Ziggs,Varus,Kalista,Kai'Sa,Jinx,Miss Fortune,Udyr,Renekton
-473.310625,2024-06-11T09:11:00Z,Anyone's Legend,blue,Invictus Gaming,TRUE,Corki,LeBlanc,Skarner,Tristana,Rumble,Nidalee,Viego,Lee Sin,Draven,Varus,Leona,Nautilus,Twisted Fate,Ahri,Camille,Aurelion Sol,Hwei,Kennen,Yone,K'Sante
-471.310625,2024-06-13T09:10:00Z,Anyone's Legend,blue,WeiboGaming TapTap,FALSE,Rumble,Tristana,Maokai,Nidalee,Skarner,Ziggs,Corki,Varus,Leona,Karthus,Kalista,Renekton,K'Sante,Taliyah,Jax,Lillia,Yone,Alistar,Kennen,Brand
-471.310625,2024-06-13T09:10:00Z,Anyone's Legend,red,WeiboGaming TapTap,FALSE,Yone,Rumble,Leona,LeBlanc,Nidalee,Tristana,Skarner,Nautilus,Viego,Corki,Ashe,Hwei,Kalista,Mordekaiser,Maokai,Senna,Varus,Karthus,Braum,K'Sante
-467.310625,2024-06-17T11:17:23.445Z,Anyone's Legend,blue,Shenzhen NINJAS IN PYJAMAS,TRUE,Skarner,Nidalee,Ashe,Kalista,LeBlanc,Brand,Rumble,Tristana,Leona,Corki,Varus,K'Sante,Camille,Ziggs,Braum,Karthus,Jhin,Maokai,Jax,Ivern
-467.310625,2024-06-17T12:09:27.193Z,Anyone's Legend,red,Shenzhen NINJAS IN PYJAMAS,FALSE,Tristana,Rumble,Kalista,Skarner,Yone,Corki,LeBlanc,Ashe,Viego,Senna,Ornn,Braum,Lee Sin,Annie,Jax,Gnar,Renekton,Wukong,Kennen,Azir
-467.310625,2024-06-17T12:55:36.199Z,Anyone's Legend,blue,Shenzhen NINJAS IN PYJAMAS,TRUE,Skarner,Tristana,Rumble,Senna,Corki,LeBlanc,Ziggs,Taliyah,Renekton,Leona,Yone,Vi,Karthus,Zeri,Brand,Ashe,Lucian,K'Sante,Sejuani,Nami
-461.310625,2024-06-23T09:17:00.516Z,Anyone's Legend,blue,Invictus Gaming,TRUE,Leona,Tristana,LeBlanc,Rumble,Ashe,Kai'Sa,Corki,Maokai,Yone,Skarner,Sejuani,K'Sante,Nautilus,Draven,Varus,Kalista,Brand,Ziggs,Rell,Jhin
-461.310625,2024-06-23T10:08:15.467Z,Anyone's Legend,red,Invictus Gaming,TRUE,Tristana,Rumble,Leona,LeBlanc,Yone,Corki,Skarner,Ashe,Nidalee,Ziggs,Aurelion Sol,K'Sante,Graves,Varus,Rell,Jayce,Twisted Fate,Nautilus,Viego,Braum
-459.310625,2024-06-25T11:34:11.637Z,Anyone's Legend,red,WeiboGaming TapTap,TRUE,Ashe,Rumble,Nidalee,Skarner,Ziggs,Leona,Corki,Tristana,Karthus,Brand,Renekton,Jax,Draven,Kalista,Rell,Ornn,Nautilus,Alistar,Kai'Sa,Varus
-459.310625,2024-06-25T12:26:55.030Z,Anyone's Legend,blue,WeiboGaming TapTap,TRUE,Tristana,Corki,LeBlanc,Leona,Nidalee,Senna,Rumble,Ashe,Skarner,Yone,Ziggs,Ahri,Sejuani,Vi,Alistar,Lee Sin,Rell,Maokai,K'Sante,Camille
-448.87375,2024-07-05T12:56:00.485Z,Anyone's Legend,blue,FunPlus Phoenix,TRUE,Lillia,Rumble,Ashe,LeBlanc,Renekton,Nidalee,Leona,Ezreal,Brand,Ziggs,Tristana,Corki,Jax,Braum,Zyra,Rakan,Rell,Karthus,K'Sante,Gnar
-448.87375,2024-07-05T13:46:03.046Z,Anyone's Legend,red,FunPlus Phoenix,TRUE,Jax,Renekton,LeBlanc,Leona,Nidalee,Rumble,Ashe,Tristana,Zyra,Lillia,Corki,Miss Fortune,Braum,Nautilus,Kalista,Poppy,Rell,K'Sante,Pyke,Camille
-445.87375,2024-07-08T11:18:03.895Z,Anyone's Legend,red,Hangzhou LGD Gaming,TRUE,Ashe,Tristana,Ezreal,Rumble,Camille,Leona,Zyra,Yone,Miss Fortune,Corki,Alistar,Brand,Draven,Jax,Varus,Rell,Renekton,Gnar,Zeri,Bard
-445.87375,2024-07-08T12:07:30.334Z,Anyone's Legend,blue,Hangzhou LGD Gaming,TRUE,LeBlanc,Ezreal,Rumble,Ashe,Leona,Tristana,Miss Fortune,Yone,Draven,Renekton,Brand,Zyra,Corki,Nautilus,Jayce,Gnar,Poppy,Braum,Lucian,Renata Glasc
-442.87375,2024-07-11T11:20:06.915Z,Anyone's Legend,red,Shenzhen NINJAS IN PYJAMAS,TRUE,Jax,Rumble,Tristana,LeBlanc,Leona,Ashe,Sejuani,Renekton,Brand,Kennen,Corki,Zeri,Kalista,Nautilus,Senna,Rell,Miss Fortune,Ezreal,Braum,Rakan
-442.87375,2024-07-11T12:13:35.398Z,Anyone's Legend,blue,Shenzhen NINJAS IN PYJAMAS,TRUE,LeBlanc,Tristana,Rumble,Renekton,Ashe,Leona,Brand,Miss Fortune,Kennen,Nautilus,Yone,Rell,Malphite,Lucian,Ziggs,Jayce,Ahri,Varus,K'Sante,Nocturne
-439.87375,2024-07-14T09:16:02.758Z,Anyone's Legend,blue,Beijing JDG Intel Esports,FALSE,Nidalee,Renekton,K'Sante,Rumble,Kalista,Leona,Ashe,Tristana,Zyra,Corki,Braum,Ezreal,Sejuani,Rakan,Maokai,Bard,Rell,Jax,Brand,Kennen
-439.87375,2024-07-14T10:10:42.680Z,Anyone's Legend,red,Beijing JDG Intel Esports,TRUE,Leona,Rumble,Sejuani,Nidalee,Ashe,Zyra,Renekton,Tristana,Brand,Karthus,Corki,Jax,Ezreal,Nautilus,Kalista,Miss Fortune,Kai'Sa,Rell,Zeri,Maokai
-439.87375,2024-07-14T10:57:32.533Z,Anyone's Legend,blue,Beijing JDG Intel Esports,FALSE,Ezreal,Rumble,Nidalee,Tristana,Zyra,Renekton,Leona,Ashe,Brand,Sejuani,Yone,Braum,Ziggs,K'Sante,Jax,Corki,Lucian,Kennen,Miss Fortune,Twisted Fate
-435.87375,2024-07-18T10:51:07.606Z,Anyone's Legend,red,WeiboGaming TapTap,FALSE,Ashe,Rumble,Sejuani,Renekton,Leona,Tristana,Lucian,Zyra,Draven,Lillia,K'Sante,Poppy,Senna,Nautilus,Miss Fortune,Maokai,Ezreal,Kai'Sa,Rell,Braum
-435.87375,2024-07-18T11:40:52.933Z,Anyone's Legend,blue,WeiboGaming TapTap,FALSE,Lucian,Tristana,Sejuani,Renekton,Ashe,Rumble,Leona,Nidalee,K'Sante,Zyra,Corki,Yone,Ziggs,Senna,Ezreal,Rell,Miss Fortune,Kai'Sa,Jax,Alistar
-427.87375,2024-07-26T09:31:45.099Z,Anyone's Legend,blue,Top Esports,FALSE,Ezreal,Renekton,Tristana,Ashe,Leona,Sejuani,Maokai,Miss Fortune,Lucian,Yone,Ziggs,Lillia,Camille,Nautilus,Jayce,Rumble,Alistar,K'Sante,Brand,Mordekaiser
-427.87375,2024-07-26T10:17:04.386Z,Anyone's Legend,red,Top Esports,FALSE,Sejuani,Renekton,Ziggs,Leona,Jayce,Rumble,Ashe,Ezreal,Braum,Tristana,Lillia,Corki,Bard,Gnar,Karma,Poppy,Nidalee,K'Sante,Rakan,Camille
-425.87375,2024-07-28T09:16:08.779Z,Anyone's Legend,blue,Suzhou LNG Esports,TRUE,Maokai,Rumble,Sejuani,Renekton,Senna,Leona,Lucian,Lillia,Ziggs,Ashe,Rell,Yone,Brand,Twisted Fate,Kennen,Alistar,Nautilus,Jax,Shyvana,K'Sante
-425.87375,2024-07-28T10:23:24.867Z,Anyone's Legend,red,Suzhou LNG Esports,FALSE,Miss Fortune,Renekton,Shyvana,Lucian,Ashe,Ziggs,Leona,Sejuani,Yone,Rumble,Tristana,K'Sante,Ezreal,Kalista,Kai'Sa,Rell,Jhin,Xayah,Ivern,Rakan
-425.87375,2024-07-28T11:18:50.881Z,Anyone's Legend,blue,Suzhou LNG Esports,FALSE,Maokai,Shyvana,Sejuani,Leona,Ziggs,Renekton,Lucian,Rumble,Azir,Lillia,Ashe,Vi,Braum,Miss Fortune,K'Sante,Senna,Ezreal,Rell,Gnar,Alistar
-423.87375,2024-07-30T11:15:39.473Z,Anyone's Legend,red,Bilibili Gaming,FALSE,Ashe,Renekton,Leona,Rumble,Jax,Lucian,Sejuani,Yone,Ziggs,Kennen,Tristana,Maokai,Miss Fortune,Lillia,Kalista,Shyvana,Corki,Zeri,Rakan,Bard
-423.87375,2024-07-30T11:58:32.075Z,Anyone's Legend,red,Bilibili Gaming,TRUE,Leona,Renekton,Ashe,Rumble,Jax,Lucian,Sejuani,Kennen,Tristana,Ziggs,Yone,Ivern,Jayce,Miss Fortune,Alistar,Braum,Rell,Gnar,Nautilus,Kai'Sa
-423.87375,2024-07-30T12:56:20.032Z,Anyone's Legend,red,Bilibili Gaming,FALSE,Ashe,Rumble,Leona,Lucian,Tristana,Kennen,Renekton,Corki,Sejuani,Lillia,Miss Fortune,Jax,Alistar,Ziggs,Rakan,Renata Glasc,Ezreal,Rell,Zeri,Maokai
-410.436875,2024-08-13T10:18:44.563Z,Anyone's Legend,blue,FunPlus Phoenix,TRUE,Rumble,Maokai,Miss Fortune,Ziggs,Lucian,Leona,Ashe,Tristana,Ezreal,Lillia,Corki,Brand,Jayce,Alistar,Braum,Twisted Fate,Aurora,Rell,Nasus,Rakan
-410.436875,2024-08-13T11:09:57.517Z,Anyone's Legend,red,FunPlus Phoenix,TRUE,Miss Fortune,Rumble,Jayce,Ashe,Tristana,Lucian,Aurora,Lillia,Leona,Viego,Renekton,Yone,Rakan,Varus,Alistar,Nasus,Kennen,Kai'Sa,Rell,Ezreal
-410.436875,2024-08-13T12:00:13.075Z,Anyone's Legend,red,FunPlus Phoenix,FALSE,Leona,Ashe,Miss Fortune,Rumble,Zyra,Lucian,Lillia,Renekton,Tristana,K'Sante,Corki,Nidalee,Pyke,Varus,Rakan,Ziggs,Alistar,Caitlyn,Braum,Jhin
-410.436875,2024-08-13T12:48:15.540Z,Anyone's Legend,blue,FunPlus Phoenix,TRUE,Rumble,Leona,Miss Fortune,Lillia,Lucian,Ashe,Zyra,Aurora,K'Sante,Yone,Kennen,Caitlyn,Varus,Viego,Ezreal,Braum,Kindred,Kalista,Renata Glasc,Karma
-407.436875,2024-08-16T10:22:10.405Z,Anyone's Legend,red,Top Esports,FALSE,Kennen,Rumble,Leona,Ashe,Corki,Lucian,Miss Fortune,Lillia,Tristana,Zeri,Renekton,Jhin,Zyra,K'Sante,Ivern,Jayce,Alistar,Maokai,Poppy,Ornn
-407.436875,2024-08-16T11:18:33.248Z,Anyone's Legend,blue,Top Esports,TRUE,Zeri,Ashe,Leona,Kennen,Miss Fortune,Rumble,Lucian,Renekton,Ezreal,Jayce,Lillia,Tristana,Kai'Sa,Zyra,Ziggs,Karma,Maokai,Kalista,Renata Glasc,Poppy
-407.436875,2024-08-16T12:11:55.373Z,Anyone's Legend,red,Top Esports,FALSE,Lillia,Ashe,Kennen,Rumble,Leona,Renekton,Lucian,Miss Fortune,Draven,Ivern,Ezreal,Zyra,Braum,Jayce,Alistar,Gnar,Rell,K'Sante,Poppy,Fiora
-407.436875,2024-08-16T13:05:00.669Z,Anyone's Legend,blue,Top Esports,FALSE,Zeri,Ashe,Leona,Lillia,Miss Fortune,Rumble,Lucian,Ezreal,Zyra,Karthus,Renekton,Corki,Kalista,Ornn,Jhin,K'Sante,Gragas,Kai'Sa,Rakan,Alistar
-255.495,2025-01-16T09:26:36.916Z,Anyone's Legend,red,Hangzhou LGD Gaming,TRUE,Ashe,Skarner,Kalista,Rumble,Viktor,Vi,Varus,Jayce,Corki,K'Sante,Aurora,Akali,Renata Glasc,Leona,Poppy,Nocturne,Wukong,Lee Sin,Rell,Rakan
-255.495,2025-01-16T10:24:20.692Z,Anyone's Legend,red,Hangzhou LGD Gaming,TRUE,Ashe,Skarner,Viktor,Vi,Kalista,Rumble,Yone,Miss Fortune,Sylas,Sejuani,Udyr,Xin Zhao,Kai'Sa,Renekton,Draven,Leona,Ambessa,Jinx,Braum,Bard
-255.495,2025-01-16T11:14:07.776Z,Anyone's Legend,red,Hangzhou LGD Gaming,TRUE,Ashe,Skarner,Viktor,Vi,Kalista,Draven,Rumble,Galio,Nocturne,Ahri,Viego,LeBlanc,Jhin,Poppy,Renata Glasc,Caitlyn,Kai'Sa,Xayah,Leona,Alistar
-247.495,2025-01-24T09:34:15.022Z,Anyone's Legend,red,Top Esports,TRUE,Jayce,Skarner,Zyra,Kalista,Ambessa,K'Sante,Vi,Rumble,Xin Zhao,Aurora,Ornn,Galio,Rakan,Sejuani,Renata Glasc,Yone,Corki,Ezreal,Alistar,Rell
-247.495,2025-01-24T10:38:13.442Z,Anyone's Legend,red,Top Esports,FALSE,Jayce,Skarner,Zyra,Draven,Varus,Kalista,K'Sante,Akali,Wukong,Ashe,Renata Glasc,Ambessa,Nocturne,Rakan,Lee Sin,Ziggs,Jhin,Hwei,Viego,Neeko
-247.495,2025-01-24T11:45:17.196Z,Anyone's Legend,blue,Top Esports,TRUE,Nocturne,Skarner,Nautilus,Jayce,Varus,Yone,Leona,Miss Fortune,Viktor,Ziggs,Pantheon,Maokai,Sylas,Lee Sin,Taliyah,Poppy,Sejuani,Gnar,Orianna,Renekton
-247.495,2025-01-24T12:49:04.240Z,Anyone's Legend,red,Top Esports,TRUE,Yone,Skarner,Nocturne,Varus,Karma,Jayce,Lee Sin,Sylas,Volibear,Azir,Urgot,Jax,Draven,Rakan,Caitlyn,Nautilus,Jinx,Lulu,Tristana,Seraphine
-231.05812500000002,2025-02-10T09:27:30.212Z,Anyone's Legend,red,Xi'an Team WE,TRUE,Kalista,Skarner,Akali,K'Sante,Corki,Nocturne,Rumble,Jayce,Varus,Ezreal,Leona,Rell,Vi,Sylas,Wukong,Orianna,Xin Zhao,Jax,Azir,LeBlanc
-231.05812500000002,2025-02-10T10:34:37.752Z,Anyone's Legend,red,Xi'an Team WE,TRUE,Kalista,Skarner,Akali,K'Sante,Nocturne,Corki,Vi,Aurora,Wukong,Taliyah,Ashe,Ambessa,Renekton,Ziggs,Renata Glasc,Rakan,Jhin,Maokai,Braum,Bard
-231.05812500000002,2025-02-10T11:25:52.970Z,Anyone's Legend,red,Xi'an Team WE,FALSE,Kalista,Skarner,Akali,K'Sante,Nocturne,Corki,Yone,Miss Fortune,Nidalee,Ziggs,Nautilus,Smolder,Renekton,Gnar,Sejuani,Alistar,Elise,Ornn,Viego,Sett
-231.05812500000002,2025-02-10T12:20:38.357Z,Anyone's Legend,blue,Xi'an Team WE,TRUE,Nocturne,Skarner,K'Sante,Kalista,Blitzcrank,Corki,Lulu,Pantheon,Jinx,Zeri,Galio,Thresh,Gnar,Renekton,Lee Sin,Hwei,Udyr,Camille,Sejuani,Orianna
-219.05812500000002,2025-02-22T10:33:01.540Z,Anyone's Legend,red,Shenzhen NINJAS IN PYJAMAS,FALSE,Nocturne,Rumble,Kalista,Skarner,Jayce,Aurora,Ambessa,Corki,Nidalee,Viego,Ryze,Renekton,Senna,Leona,Kai'Sa,Ezreal,Varus,Miss Fortune,Nautilus,Rell
